Track ID,Album,Artist,Genre,Title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
140,the blind spot,alec k redfearn  the eyesores,folk,queen of the wires,-2.057603816286318,-1.8063569412647136,0.0046146746173015,0.7958226940062563,0.0570191998231973,1.7416433501356314,0.7205943670529449,0.1774455976965808,-1.1452402515044835,1.3831536069419008,-1.014479049246805,-0.4940892744180538,-0.5770334481224625,0.1263184304889581,0.0699319750033621
282,ii,black pus,experimental,new atlantis a,0.6499616836109063,-3.496860077499675,3.713545447861017,0.8138692134733615,-0.1792477430170921,0.1657196473426171,2.504467969957005,-0.0222992228769195,0.3822919084490453,0.5859601340237232,-0.7627871069587023,-0.684425798714622,-0.1002119272573279,-0.1830719497830197,-0.0118516128513813
511,lingua ignota,celesteville,rock,sharper amp clearer,1.2276827717951988,1.6153652187823495,0.0711098644864378,2.599416669545999,0.3578795533310099,-0.2667626925885278,0.1181506348995825,0.6487822366853089,-0.3516675898278716,0.6553194280986094,-1.2480786165661246,-0.1562567374891043,0.1606120304270131,0.2729049185587648,-0.0054274657889724
526,sing like birds,celesteville,rock,do not talk,-2.166363836786105,-0.2230546710478571,0.417915465832456,-0.0226314873734835,-0.249497279739726,0.661106061522492,-0.1102809639583611,1.1360711051514478,0.6298688461629823,0.0471849948224922,0.0250931684747113,-0.0937741527320108,-0.0603382664733558,0.020753174065167,0.0159586664769664
527,sing like birds,celesteville,rock,for jake erdmann et al,0.0167816243750205,2.7244149536447173,1.6086633467878853,1.4177478209618355,0.1202082795187244,-0.4221051316483243,0.268961586410649,-0.3439055367108094,-1.105859934410006,0.5710632540299954,0.1577629917810955,0.4958152243006803,0.3075533251551184,0.1930310251348345,-0.008790900978041
528,sing like birds,celesteville,rock,an odd number of stairs,-1.051063048038012,2.280944964750172,1.708347705307257,1.7598417047819783,-0.6550611844941704,0.2258908625915172,0.6272792925094458,-0.1568418456541291,-0.5696672921654833,0.522345756794138,0.1800631920819047,0.3208196228277928,-0.014653882082587,-0.0355808967915897,0.0735679191246067
529,sing like birds,celesteville,rock,for the dishroom at meridian park hospital,-0.4564457898402903,2.8688166289841543,1.657382791800665,1.4945805760033906,0.1370995635355325,-0.1055907468949934,0.1951990727410917,-0.858523782071506,-0.1911070572819279,0.0595021974755578,0.0902290643004018,0.1417672382840756,-0.331867398541989,0.2325176785332743,-0.0414112725984361
530,sing like birds,celesteville,rock,white satin bed,-0.8891332899172877,1.8375437020041872,2.0031342178389075,-0.4572610676557745,-1.6564896374896705,-0.8694901037252031,1.0051366402829165,-1.5358377786857251,-0.6004823059281582,0.6963294231077675,-0.5185390624270158,0.174216337099661,0.1264887205166781,-0.0881145688746075,-0.0703750563753631
533,the thrush,chandeliers,electronic,mango tree,1.879654166967788,-0.1080913566159715,-1.0540294857107473,1.090333726519504,-0.1687893671377626,-0.1549634419307821,-1.067573643238125,0.6612557303915777,0.5181127247221554,0.3048338366877326,0.4909435832453414,0.4250725594270525,0.232350955599551,0.0564553005434338,-0.0561386622520809
534,one mind,charles manson,folk,i can see you,-3.6356340918413,1.4948566531601928,-1.077041463938293,0.7552467375609978,1.8374681827775483,0.2207681075400311,0.2142416411141185,0.7517198131864986,-0.2252636873915639,-0.6005110303275816,-0.5750396350098088,-0.2305263131319675,-0.0832497860991421,-0.2016938105463251,-0.0239534449564712
535,one mind,charles manson,folk,angels fear to tread,-3.4891313981116427,1.4363166861552974,-0.7125108244386046,0.5914626923812052,1.388316431086064,-0.6633063159390422,0.7407264805119999,-0.145280486850341,-0.1679916076513313,0.0165305568733805,0.275823083656125,-0.3571437256632961,0.369026825166899,-0.1511104899018969,-0.1133836977116208
536,one mind,charles manson,folk,riding on your fears,-3.216435499518254,1.4999816741243537,-0.3023154623226826,0.3655880020549574,1.9261183484897608,-1.3330928243778624,0.7738169243222986,-0.2091208595447684,-0.1936935280389066,0.4069210156643847,0.029131403681028,-0.7046881664132871,0.2117789217313538,-0.1548596929467258,0.0287048857491418
537,one mind,charles manson,folk,i dont need water sprinklers in the desert,-3.505687844946133,0.0543699469139891,-1.0918139583565782,0.4981911890979305,1.4590923506815214,0.451157785791785,1.0937666067679477,0.8424992786881979,0.625001690164,-1.0208575149724357,-0.6683601410956431,-0.0429088209485169,-0.1597833362838165,-0.1956685536207139,0.0537654033264985
538,one mind,charles manson,folk,your magic motion,-3.3161971203241865,0.7465140982951255,-0.4130918254521702,0.5070540389454935,1.896369819935243,-0.3790252580432502,0.6286914335988594,0.3291102347323272,-0.3608397181711175,0.0210014168566775,-0.4910032825531866,-0.4003098485157151,0.2340182899369753,-0.18550842860151,0.0308212342540582
539,one mind,charles manson,folk,whoever you are,-3.658472602895528,-0.49329303393222,-1.4577789202229885,0.17396822412503,1.7124180921321568,0.593651131877128,0.6189939639973355,0.8811245576018804,0.1060648848791778,-0.8723822004318975,-1.0116250110019076,-0.1215495115214326,-0.0385704616907638,-0.0054701260675099,0.0328765002086841
540,one mind,charles manson,folk,the black pirate,-3.033667773339672,1.4229400897531754,-0.0014210778628562,0.902907880145706,1.327615362149019,-1.1049271430731438,1.1840563218275213,-0.4689412103154008,-0.4929020296177528,0.5551968559644297,0.7581184626100431,-0.4570927052341101,-0.0188804132934824,-0.1021133474446793,0.0520374311521068
541,one mind,charles manson,folk,so we go again,-3.391684536461621,1.76493553108949,-1.2282499539866545,0.497476498341573,2.5197785056175173,-0.5603602868657452,-0.1127619496950478,-1.0252936651956297,0.2220837264067652,0.8670981410132461,0.6443632537772243,-0.1173329991785532,0.6129179014289636,-0.0798554004863461,-0.2032391214783765
542,one mind,charles manson,folk,self is eternal what our world will be,-3.018941079694391,0.0672168015080962,-0.6306691902352191,-0.1375918440249458,2.3457543248702226,0.0511766282516073,0.7830778931842618,-0.2388856270767706,0.3532253660468124,-0.6627095583657718,-0.21550378717886,-0.0033261171412785,-0.2217236268834945,0.1185072407807049,0.1520995568407571
543,one mind,charles manson,folk,sometimes it works just right,-3.2611080061190734,0.8970085066415436,-0.4878897038444801,0.6331620508733775,2.46867889446643,-0.182613955729239,1.092772743988758,-0.3183646960726936,0.2480694008731744,-0.4390892654848712,-0.1207689847657251,-0.2228704047244994,-0.1635148624477204,-0.0228692341700637,0.0896233255228338
544,one mind,charles manson,folk,sweet words,-3.409665967641528,-0.7808441462359847,-1.66981542683829,-0.0340031815149047,2.5521314351130298,0.4158651224453027,-0.388217156778255,-0.2710141019024437,0.2575662305943814,0.5031248973551866,0.2410386878670581,0.4337212455440001,0.1756745345407265,0.0957406474491204,0.0552186456149989
